ML,CHOL,CHIP,PDI,P_PDI
0,0.0,0,0.26,0.08333333333333333
0,0.0,0,0.269,0.08333333333333333
0,0.0,0,0.284,0.08333333333333333
0,0.0,0,0.333,0.08333333333333333
0,0.0,0,0.38,0.08333333333333333
0,0.0,0,0.403,0.08333333333333333
0,0.0,0,0.431,0.08333333333333333
0,0.0,0,0.489,0.08333333333333333
0,0.0,0,0.519,0.08333333333333333
0,0.0,0,0.597,0.08333333333333333
0,0.0,0,0.61,0.08333333333333333
0,0.0,0,0.735,0.08333333333333333
0,0.0,1,0.233,0.3333333333333333
0,0.0,1,0.49,0.3333333333333333
0,0.0,1,0.558,0.3333333333333333
0,1.0,0,0.327,0.3333333333333333
0,1.0,0,0.339,0.3333333333333333
0,1.0,0,0.443,0.3333333333333333
0,1.0,1,0.238,0.3333333333333333
0,1.0,1,0.35,0.3333333333333333
0,1.0,1,0.783,0.3333333333333333
0,1.3408000000000002,0,0.262,0.1
0,1.3408000000000002,0,0.268,0.1
0,1.3408000000000002,0,0.294,0.1
0,1.3408000000000002,0,0.327,0.1
0,1.3408000000000002,0,0.343,0.1
0,1.3408000000000002,0,0.354,0.1
0,1.3408000000000002,0,0.372,0.1
0,1.3408000000000002,0,0.376,0.1
0,1.3408000000000002,0,0.402,0.1
0,1.3408000000000002,0,0.476,0.1
0,1.3408000000000002,1,0.221,0.5
0,1.3408000000000002,1,0.355,0.5
0,3.0,0,0.428,0.3333333333333333
0,3.0,0,0.44,0.3333333333333333
0,3.0,0,0.531,0.3333333333333333
0,3.0,1,0.369,0.3333333333333333
0,3.0,1,0.385,0.3333333333333333
0,3.0,1,0.591,0.3333333333333333
0,3.192,0,0.152,0.025
0,3.192,0,0.168,0.025
0,3.192,0,0.174,0.025
0,3.192,0,0.2,0.05
0,3.192,0,0.212,0.025
0,3.192,0,0.214,0.025
0,3.192,0,0.219,0.025
0,3.192,0,0.223,0.025
0,3.192,0,0.228,0.025
0,3.192,0,0.229,0.025
0,3.192,0,0.23,0.025
0,3.192,0,0.231,0.025
0,3.192,0,0.233,0.025
0,3.192,0,0.241,0.025
0,3.192,0,0.242,0.025
0,3.192,0,0.243,0.025
0,3.192,0,0.246,0.025
0,3.192,0,0.247,0.025
0,3.192,0,0.248,0.025
0,3.192,0,0.251,0.05
0,3.192,0,0.254,0.025
0,3.192,0,0.256,0.025
0,3.192,0,0.257,0.025
0,3.192,0,0.261,0.025
0,3.192,0,0.262,0.05
0,3.192,0,0.263,0.025
0,3.192,0,0.27,0.025
0,3.192,0,0.272,0.025
0,3.192,0,0.295,0.025
0,3.192,0,0.306,0.025
0,3.192,0,0.307,0.025
0,3.192,0,0.334,0.05
0,3.192,0,0.356,0.025
0,3.192,0,0.4,0.025
0,3.192,0,0.409,0.025
0,3.192,0,0.421,0.025
0,3.192,1,0.203,0.5
0,3.192,1,0.297,0.5
0,3.3520000000000003,0,0.232,0.03571428571428571
0,3.3520000000000003,0,0.234,0.07142857142857142
0,3.3520000000000003,0,0.235,0.03571428571428571
0,3.3520000000000003,0,0.243,0.03571428571428571
0,3.3520000000000003,0,0.246,0.03571428571428571
0,3.3520000000000003,0,0.271,0.03571428571428571
0,3.3520000000000003,0,0.273,0.03571428571428571
0,3.3520000000000003,0,0.276,0.03571428571428571
0,3.3520000000000003,0,0.278,0.03571428571428571
0,3.3520000000000003,0,0.285,0.03571428571428571
0,3.3520000000000003,0,0.286,0.03571428571428571
0,3.3520000000000003,0,0.288,0.03571428571428571
0,3.3520000000000003,0,0.291,0.03571428571428571
0,3.3520000000000003,0,0.295,0.07142857142857142
0,3.3520000000000003,0,0.312,0.03571428571428571
0,3.3520000000000003,0,0.316,0.03571428571428571
0,3.3520000000000003,0,0.317,0.03571428571428571
0,3.3520000000000003,0,0.326,0.03571428571428571
0,3.3520000000000003,0,0.334,0.03571428571428571
0,3.3520000000000003,0,0.335,0.03571428571428571
0,3.3520000000000003,0,0.354,0.03571428571428571
0,3.3520000000000003,0,0.361,0.03571428571428571
0,3.3520000000000003,0,0.38,0.03571428571428571
0,3.3520000000000003,0,0.387,0.03571428571428571
0,3.3520000000000003,0,0.39,0.03571428571428571
0,3.3520000000000003,0,0.392,0.03571428571428571
0,3.3520000000000003,1,0.284,0.5
0,3.3520000000000003,1,0.327,0.5
0,5.363200000000001,0,0.126,0.05555555555555555
0,5.363200000000001,0,0.145,0.05555555555555555
0,5.363200000000001,0,0.164,0.1111111111111111
0,5.363200000000001,0,0.18,0.05555555555555555
0,5.363200000000001,0,0.183,0.05555555555555555
0,5.363200000000001,0,0.188,0.05555555555555555
0,5.363200000000001,0,0.198,0.05555555555555555
0,5.363200000000001,0,0.202,0.05555555555555555
0,5.363200000000001,0,0.217,0.05555555555555555
0,5.363200000000001,0,0.219,0.05555555555555555
0,5.363200000000001,0,0.242,0.05555555555555555
0,5.363200000000001,0,0.258,0.05555555555555555
0,5.363200000000001,0,0.265,0.05555555555555555
0,5.363200000000001,0,0.268,0.05555555555555555
0,5.363200000000001,0,0.278,0.05555555555555555
0,5.363200000000001,0,0.292,0.05555555555555555
0,5.363200000000001,0,0.309,0.05555555555555555
0,6.704000000000001,0,0.14,0.16666666666666666
0,6.704000000000001,0,0.171,0.16666666666666666
0,6.704000000000001,0,0.196,0.16666666666666666
0,6.704000000000001,0,0.219,0.16666666666666666
0,6.704000000000001,0,0.273,0.16666666666666666
0,6.704000000000001,0,0.282,0.16666666666666666
0,6.704000000000001,1,0.13,1.0
1,0.0,0,0.284,0.09090909090909091
1,0.0,0,0.595,0.09090909090909091
1,0.0,0,0.681,0.09090909090909091
1,0.0,0,0.842,0.09090909090909091
1,0.0,0,0.936,0.09090909090909091
1,0.0,0,0.973,0.09090909090909091
1,0.0,0,0.991,0.09090909090909091
1,0.0,0,0.999,0.09090909090909091
1,0.0,0,1.0,0.2727272727272727
1,0.0,1,0.521,0.25
1,0.0,1,0.826,0.25
1,0.0,1,0.994,0.25
1,0.0,1,1.0,0.25
1,2.0,0,0.112,1.0
1,2.0,1,0.109,1.0
1,2.0269822124931967,0,0.149,0.125
1,2.0269822124931967,0,0.204,0.125
1,2.0269822124931967,0,0.236,0.125
1,2.0269822124931967,0,0.643,0.125
1,2.0269822124931967,0,0.832,0.125
1,2.0269822124931967,0,0.856,0.125
1,2.0269822124931967,0,1.0,0.25
1,2.0269822124931967,1,0.569,0.5
1,2.0269822124931967,1,0.595,0.5
1,3.05,0,0.152,0.3333333333333333
1,3.05,0,0.205,0.3333333333333333
1,3.05,0,0.239,0.3333333333333333
1,5.0,0,0.029,0.030303030303030304
1,5.0,0,0.034,0.030303030303030304
1,5.0,0,0.037,0.030303030303030304
1,5.0,0,0.042,0.06060606060606061
1,5.0,0,0.048,0.030303030303030304
1,5.0,0,0.051,0.030303030303030304
1,5.0,0,0.064,0.030303030303030304
1,5.0,0,0.065,0.030303030303030304
1,5.0,0,0.067,0.030303030303030304
1,5.0,0,0.07,0.030303030303030304
1,5.0,0,0.072,0.030303030303030304
1,5.0,0,0.074,0.030303030303030304
1,5.0,0,0.082,0.030303030303030304
1,5.0,0,0.086,0.030303030303030304
